job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
ai13492,data scientist,80632,usd,mi,ft,australia,m,australia,100,"scala, git, java",associate,3,media,2024-05-12,2024-06-16,666,9.2,smart analytics
ai13493,ai software engineer,66382,usd,mi,pt,ireland,m,ireland,100,"aws, sql, docker, pytorch",bachelor,3,consulting,2024-04-22,2024-06-11,2051,7.2,techcorp inc
ai13494,data scientist,55233,usd,en,fl,canada,m,canada,0,"deep learning, nlp, docker",associate,0,automotive,2024-03-05,2024-05-08,1737,7.1,neural networks co
ai13495,deep learning engineer,51587,usd,en,pt,finland,l,finland,0,"docker, linux, deep learning, java, r",bachelor,0,automotive,2024-05-12,2024-06-24,1135,8.9,neural networks co
ai13496,computer vision engineer,163255,usd,ex,ct,japan,m,china,50,"git, docker, spark",bachelor,19,healthcare,2024-07-19,2024-08-04,2469,7.9,datavision ltd
ai13497,research scientist,94503,usd,en,ft,switzerland,m,switzerland,100,"statistics, sql, r",master,1,consulting,2024-03-12,2024-03-29,2239,6.1,algorithmic solutions
ai13498,computer vision engineer,58284,usd,en,ft,ireland,l,israel,100,"spark, scala, mlops",phd,1,healthcare,2024-01-07,2024-02-11,2134,8.1,datavision ltd
ai13499,robotics engineer,94088,usd,en,ft,united states,m,singapore,50,"mlops, r, scala",master,0,gaming,2024-05-05,2024-05-19,1449,7.9,ai innovations
ai13500,ai specialist,212402,usd,ex,pt,canada,m,canada,50,"spark, r, statistics, deep learning, python",phd,19,manufacturing,2024-09-14,2024-10-01,2034,8.1,advanced robotics
ai13501,machine learning researcher,178175,usd,se,ct,switzerland,m,austria,0,"aws, spark, tensorflow",phd,6,healthcare,2024-12-08,2025-01-29,1668,5.8,smart analytics
ai13502,ai specialist,47359,usd,en,ft,japan,m,japan,0,"r, computer vision, python, data visualization",phd,1,transportation,2024-09-14,2024-10-16,2345,5.3,advanced robotics
ai13503,research scientist,94743,usd,se,fl,finland,m,finland,0,"tableau, sql, pytorch, gcp",master,8,telecommunications,2024-09-27,2024-10-29,707,8.4,smart analytics
ai13504,autonomous systems engineer,80586,usd,se,fl,israel,m,israel,0,"pytorch, r, gcp, nlp",associate,8,manufacturing,2024-11-26,2024-12-22,1278,9.9,datavision ltd
ai13505,nlp engineer,76701,usd,en,fl,denmark,m,china,50,"linux, sql, tableau, aws",bachelor,0,healthcare,2024-11-13,2024-12-24,2005,7.7,cognitive computing
ai13506,ai product manager,128518,usd,ex,fl,israel,l,israel,100,"scala, python, computer vision, mathematics, mlops",associate,18,retail,2025-04-12,2025-05-03,860,8.4,advanced robotics
ai13507,robotics engineer,76665,usd,mi,fl,ireland,l,china,0,"mlops, mathematics, computer vision, hadoop",associate,3,healthcare,2025-01-08,2025-02-19,2308,5.1,autonomous tech
ai13508,data scientist,84345,usd,mi,ft,united states,s,austria,0,"r, aws, mathematics, kubernetes",bachelor,2,automotive,2024-11-01,2025-01-13,1718,7.7,machine intelligence group
ai13509,head of ai,63988,usd,en,ct,australia,s,sweden,100,"pytorch, sql, azure, tableau",phd,1,finance,2024-10-29,2024-11-22,1168,7.3,cloud ai solutions
ai13510,deep learning engineer,66262,usd,se,ft,south korea,s,south korea,0,"deep learning, scala, mlops, tableau, linux",phd,6,telecommunications,2025-04-21,2025-05-16,643,7.1,digital transformation llc
ai13511,data engineer,74400,usd,en,pt,australia,m,united kingdom,0,"python, tensorflow, data visualization, pytorch, tableau",phd,1,government,2024-09-26,2024-11-30,1661,8.3,digital transformation llc
ai13512,data analyst,87274,usd,se,pt,south korea,m,south korea,50,"kubernetes, docker, pytorch, sql",phd,8,finance,2024-06-09,2024-08-20,1556,8.3,machine intelligence group
ai13513,machine learning researcher,60753,usd,mi,ft,japan,m,south korea,0,"git, hadoop, nlp, deep learning",master,3,gaming,2024-02-17,2024-03-08,2347,6.4,techcorp inc
ai13514,data engineer,60684,usd,en,ct,canada,s,israel,0,"git, nlp, scala, kubernetes, statistics",bachelor,0,gaming,2024-08-08,2024-10-16,933,7.7,advanced robotics
ai13515,ai architect,135485,eur,se,ft,netherlands,l,united states,0,"azure, nlp, data visualization, sql, mlops",phd,7,transportation,2025-03-21,2025-04-24,2434,5.8,digital transformation llc
ai13516,computer vision engineer,129194,usd,ex,ft,austria,l,austria,50,"data visualization, hadoop, python, tensorflow",master,18,government,2024-02-17,2024-03-06,1778,6.8,neural networks co
ai13517,research scientist,64681,usd,en,ft,canada,m,canada,0,"nlp, python, sql",master,1,retail,2024-02-01,2024-02-23,1734,5.3,smart analytics
ai13518,data engineer,161388,eur,se,fl,france,l,china,0,"sql, mathematics, pytorch, spark, mlops",associate,6,finance,2025-01-12,2025-02-01,2200,6.0,smart analytics
ai13519,ai product manager,203237,usd,ex,ct,australia,m,sweden,100,"java, r, azure, nlp",phd,14,manufacturing,2024-07-21,2024-09-26,681,7.7,cloud ai solutions
ai13520,nlp engineer,77113,usd,en,fl,singapore,m,singapore,50,"gcp, tableau, scala, mlops, kubernetes",phd,0,consulting,2024-03-13,2024-04-09,1100,6.1,quantum computing inc
ai13521,data analyst,73689,usd,mi,ft,china,m,china,100,"sql, hadoop, statistics, git, mathematics",phd,2,transportation,2024-08-18,2024-10-03,2382,8.8,advanced robotics
ai13522,research scientist,234733,usd,ex,fl,sweden,m,sweden,50,"linux, git, tableau, kubernetes",bachelor,11,telecommunications,2024-04-04,2024-06-13,504,8.8,future systems
ai13523,research scientist,187280,usd,se,pt,switzerland,l,switzerland,0,"git, computer vision, python, spark, java",master,6,education,2025-02-10,2025-03-08,681,6.0,future systems
ai13524,nlp engineer,62748,eur,en,ft,germany,l,germany,50,"tableau, scala, python",associate,1,transportation,2024-03-07,2024-03-30,951,9.2,neural networks co
ai13525,nlp engineer,55958,usd,en,fl,canada,s,canada,50,"computer vision, python, mlops, gcp, nlp",phd,1,media,2024-11-17,2024-12-05,1199,9.8,predictive systems
ai13526,data engineer,160822,eur,ex,ct,netherlands,m,netherlands,0,"sql, python, deep learning, r, spark",associate,14,telecommunications,2024-09-18,2024-10-14,565,8.8,datavision ltd
ai13527,computer vision engineer,59398,eur,en,fl,netherlands,m,china,0,"computer vision, gcp, hadoop, pytorch, spark",phd,1,transportation,2024-03-13,2024-05-23,1052,9.5,techcorp inc
ai13528,computer vision engineer,88278,usd,ex,ft,china,s,china,100,"spark, python, data visualization, mlops",bachelor,11,telecommunications,2024-05-26,2024-07-30,1213,7.1,deeptech ventures
ai13529,data scientist,111141,usd,mi,fl,sweden,l,sweden,100,"sql, tensorflow, tableau, data visualization",associate,2,telecommunications,2024-05-09,2024-06-10,1070,8.8,neural networks co
ai13530,ai product manager,37359,usd,en,pt,finland,m,finland,100,"kubernetes, mlops, pytorch, sql",bachelor,0,energy,2024-04-11,2024-06-19,803,9.1,advanced robotics
ai13531,data scientist,127222,usd,se,ct,singapore,m,singapore,100,"gcp, docker, linux, r, mathematics",associate,8,consulting,2025-02-22,2025-05-04,656,9.8,autonomous tech
ai13532,ai product manager,120608,usd,se,ct,canada,m,canada,50,"computer vision, linux, nlp",phd,8,media,2024-03-27,2024-05-09,2270,9.2,smart analytics
ai13533,nlp engineer,125931,gbp,se,pt,united kingdom,s,united kingdom,100,"docker, pytorch, mlops",master,7,telecommunications,2024-04-27,2024-06-16,1141,8.6,cognitive computing
ai13534,ai software engineer,193945,usd,se,pt,switzerland,m,switzerland,0,"aws, spark, pytorch",phd,5,gaming,2025-03-20,2025-05-22,2285,5.1,machine intelligence group
ai13535,data analyst,63430,usd,en,pt,canada,m,australia,100,"gcp, tensorflow, data visualization",bachelor,1,media,2024-07-30,2024-08-21,2030,7.8,advanced robotics
ai13536,machine learning engineer,187405,usd,ex,fl,singapore,s,ireland,100,"r, python, gcp, kubernetes",master,13,real estate,2025-03-28,2025-05-06,1644,7.6,cloud ai solutions
ai13537,data scientist,80701,usd,se,fl,israel,s,south korea,0,"scala, data visualization, azure, mlops",phd,7,retail,2024-04-13,2024-05-08,757,7.6,future systems
ai13538,ai research scientist,116182,usd,mi,ct,singapore,l,singapore,50,"r, sql, mathematics",master,4,energy,2025-02-12,2025-04-17,1209,9.2,machine intelligence group
ai13539,ai architect,130479,usd,se,fl,australia,m,australia,0,"git, python, hadoop, mathematics, computer vision",master,6,media,2025-04-10,2025-06-09,2312,7.2,smart analytics
ai13540,autonomous systems engineer,68710,usd,mi,ft,ireland,m,ireland,100,"mlops, sql, data visualization, gcp",phd,3,gaming,2025-02-05,2025-03-18,1416,5.9,quantum computing inc
ai13541,machine learning researcher,116443,usd,ex,ct,finland,m,finland,100,"pytorch, scala, mlops, tensorflow, python",bachelor,16,government,2024-08-05,2024-09-09,620,7.0,techcorp inc
ai13542,machine learning researcher,70154,usd,mi,pt,china,l,china,50,"data visualization, docker, linux",bachelor,2,real estate,2025-01-15,2025-03-03,522,5.2,cognitive computing
ai13543,machine learning researcher,129614,usd,ex,pt,israel,m,israel,0,"hadoop, tensorflow, computer vision, azure",master,16,healthcare,2024-08-11,2024-10-16,2285,7.4,autonomous tech
ai13544,robotics engineer,135689,usd,mi,ct,switzerland,m,switzerland,0,"tensorflow, docker, r, pytorch",master,4,gaming,2024-04-23,2024-06-06,2183,6.0,cloud ai solutions
ai13545,data scientist,69077,usd,mi,fl,israel,s,israel,100,"tableau, linux, spark, mlops",master,3,technology,2024-05-02,2024-07-02,1130,5.8,cognitive computing
ai13546,ai product manager,61849,usd,mi,pt,austria,s,austria,100,"r, tableau, mlops, hadoop, gcp",bachelor,4,consulting,2024-10-16,2024-12-25,719,9.9,predictive systems
ai13547,deep learning engineer,102193,usd,mi,fl,singapore,l,sweden,50,"tableau, hadoop, mlops, scala, gcp",associate,2,retail,2024-01-14,2024-03-27,628,9.9,neural networks co
ai13548,data engineer,69977,eur,en,ct,germany,m,germany,100,"python, azure, kubernetes, java, scala",master,0,manufacturing,2024-06-08,2024-08-09,1106,5.9,quantum computing inc
ai13549,computer vision engineer,74892,usd,mi,pt,sweden,m,sweden,50,"mlops, sql, java, scala, statistics",associate,4,energy,2025-01-13,2025-03-10,700,8.4,quantum computing inc
ai13550,machine learning researcher,94380,usd,se,ct,finland,s,finland,0,"computer vision, sql, tableau",bachelor,9,energy,2024-07-29,2024-08-28,2027,8.8,datavision ltd
ai13551,data analyst,51164,usd,en,pt,austria,s,austria,0,"sql, nlp, pytorch, azure, statistics",master,1,telecommunications,2024-09-26,2024-11-01,1278,6.3,advanced robotics
ai13552,data engineer,109899,eur,mi,fl,netherlands,l,netherlands,0,"linux, kubernetes, nlp",master,3,transportation,2025-04-02,2025-06-10,720,8.3,future systems
ai13553,computer vision engineer,353055,usd,ex,pt,norway,l,japan,50,"tensorflow, java, nlp, scala",master,10,media,2024-10-22,2024-12-11,1292,7.4,autonomous tech
ai13554,deep learning engineer,177714,usd,se,pt,switzerland,l,switzerland,50,"pytorch, tableau, mlops",phd,8,automotive,2024-09-11,2024-10-21,554,7.9,autonomous tech
ai13555,robotics engineer,79453,usd,se,ft,south korea,s,south korea,0,"nlp, scala, kubernetes",master,7,media,2025-04-22,2025-05-30,960,6.6,neural networks co
ai13556,research scientist,64430,usd,en,ft,austria,l,austria,100,"sql, nlp, r, linux",master,1,manufacturing,2025-01-06,2025-03-15,2412,10.0,algorithmic solutions
ai13557,data analyst,76697,usd,mi,ft,australia,m,australia,0,"python, aws, sql",master,4,technology,2025-03-02,2025-04-08,1325,9.7,techcorp inc
ai13558,ml ops engineer,198558,eur,ex,ft,netherlands,m,netherlands,100,"docker, python, data visualization, mathematics, scala",phd,19,consulting,2024-12-10,2025-02-05,897,8.0,autonomous tech
ai13559,autonomous systems engineer,185215,usd,se,ft,norway,l,norway,100,"sql, git, java, deep learning, gcp",bachelor,6,gaming,2024-06-20,2024-08-10,1079,6.5,algorithmic solutions
ai13560,ai research scientist,171198,usd,ex,fl,japan,m,japan,0,"pytorch, kubernetes, data visualization",master,12,transportation,2025-01-24,2025-02-22,832,6.8,cognitive computing
ai13561,ai consultant,40636,usd,en,fl,israel,s,israel,0,"gcp, r, mathematics, spark",associate,0,gaming,2025-01-31,2025-04-05,689,7.2,future systems
ai13562,robotics engineer,127112,eur,se,pt,france,l,france,100,"tensorflow, sql, computer vision",phd,6,transportation,2024-12-31,2025-03-04,1514,9.5,neural networks co
ai13563,ai architect,54532,usd,en,pt,australia,m,australia,0,"statistics, tensorflow, pytorch, kubernetes",associate,1,consulting,2024-04-23,2024-05-21,2236,6.4,neural networks co
ai13564,principal data scientist,44332,usd,en,ft,austria,s,austria,50,"deep learning, gcp, r, scala",master,1,energy,2024-04-29,2024-05-24,1738,5.2,future systems
ai13565,computer vision engineer,75681,usd,mi,fl,south korea,m,israel,50,"python, git, mlops, gcp, sql",bachelor,2,government,2024-01-16,2024-02-17,2497,5.8,predictive systems
ai13566,autonomous systems engineer,46845,usd,en,ct,china,m,china,100,"kubernetes, computer vision, python, data visualization",bachelor,0,gaming,2024-06-23,2024-07-07,1898,9.3,advanced robotics
ai13567,machine learning researcher,125960,gbp,se,ct,united kingdom,s,china,50,"deep learning, docker, hadoop",phd,6,manufacturing,2024-09-01,2024-09-17,671,8.5,cloud ai solutions
ai13568,computer vision engineer,55421,usd,en,ft,india,l,india,0,"linux, sql, tableau, nlp, hadoop",master,1,transportation,2025-04-20,2025-06-10,685,5.6,techcorp inc
ai13569,machine learning engineer,100454,usd,se,ct,canada,m,canada,50,"tensorflow, scala, python, nlp",associate,6,media,2024-01-03,2024-03-03,1532,5.5,smart analytics
ai13570,principal data scientist,46233,usd,en,fl,ireland,l,israel,0,"pytorch, git, sql, gcp, tableau",bachelor,1,consulting,2024-02-16,2024-03-26,2202,6.0,digital transformation llc
ai13571,autonomous systems engineer,47117,usd,en,fl,israel,l,israel,50,"sql, tensorflow, tableau, nlp",bachelor,0,real estate,2024-11-28,2025-01-25,1058,7.3,digital transformation llc
ai13572,nlp engineer,189821,usd,ex,fl,singapore,s,singapore,100,"python, statistics, tensorflow",associate,18,media,2024-02-23,2024-03-14,2428,8.6,autonomous tech
ai13573,data scientist,62253,usd,en,ct,finland,l,finland,0,"java, pytorch, scala, tensorflow, r",bachelor,0,automotive,2025-04-01,2025-04-15,2124,8.1,neural networks co
ai13574,ai product manager,273938,usd,ex,ft,denmark,s,denmark,100,"linux, java, data visualization, deep learning",phd,14,consulting,2025-03-11,2025-04-06,1119,5.2,datavision ltd
ai13575,head of ai,238984,gbp,ex,ft,united kingdom,m,united kingdom,0,"r, statistics, pytorch",phd,12,real estate,2024-06-09,2024-07-22,2238,5.5,advanced robotics
ai13576,ai specialist,91649,usd,mi,pt,australia,s,australia,0,"computer vision, docker, nlp, deep learning",phd,4,real estate,2024-02-25,2024-05-02,2206,9.7,cloud ai solutions
ai13577,ml ops engineer,175069,usd,ex,ft,india,m,india,0,"python, kubernetes, tensorflow, linux",bachelor,11,telecommunications,2025-01-01,2025-02-09,2179,7.7,quantum computing inc
ai13578,nlp engineer,177802,usd,se,ft,united states,m,united states,50,"mathematics, kubernetes, linux",phd,6,technology,2024-06-12,2024-08-20,514,6.6,cloud ai solutions
ai13579,autonomous systems engineer,47234,usd,en,pt,finland,s,finland,0,"nlp, pytorch, mlops",master,0,transportation,2025-03-11,2025-05-13,923,8.6,techcorp inc
ai13580,ai consultant,43884,usd,en,pt,finland,l,finland,100,"hadoop, gcp, java",associate,1,real estate,2024-02-25,2024-03-20,984,8.6,neural networks co
ai13581,ai architect,84698,gbp,en,fl,united kingdom,m,japan,50,"python, tensorflow, java, pytorch",bachelor,1,education,2024-03-05,2024-04-09,564,7.5,neural networks co
ai13582,ai consultant,54512,usd,en,ct,united states,s,singapore,0,"pytorch, tensorflow, mathematics",phd,0,energy,2024-10-15,2024-12-19,985,6.8,datavision ltd
ai13583,research scientist,37024,usd,en,pt,south korea,s,south korea,50,"scala, r, gcp, statistics, kubernetes",bachelor,1,retail,2024-03-23,2024-05-28,1952,5.1,future systems
ai13584,research scientist,155424,usd,ex,ft,india,m,united states,0,"scala, mlops, data visualization",phd,19,manufacturing,2024-03-05,2024-04-28,938,9.2,cognitive computing
ai13585,research scientist,160532,usd,se,fl,norway,s,norway,100,"mlops, hadoop, python, tensorflow, pytorch",phd,5,transportation,2024-07-02,2024-08-04,2169,9.4,cloud ai solutions
ai13586,research scientist,150235,usd,ex,ct,china,l,france,50,"java, azure, computer vision",master,17,healthcare,2024-05-02,2024-06-08,2483,8.3,neural networks co
ai13587,deep learning engineer,289919,usd,ex,pt,singapore,l,singapore,0,"spark, kubernetes, data visualization, pytorch, gcp",associate,18,finance,2024-10-27,2024-12-11,511,8.5,datavision ltd
ai13588,computer vision engineer,62499,eur,en,fl,germany,s,germany,0,"docker, java, nlp",master,1,telecommunications,2024-09-09,2024-09-26,2135,8.6,cognitive computing
ai13589,ai software engineer,239967,usd,ex,ct,united states,s,united states,50,"computer vision, spark, python, pytorch, r",master,18,education,2025-02-13,2025-03-23,1729,7.5,datavision ltd
ai13590,autonomous systems engineer,62578,usd,mi,ft,china,s,china,50,"mlops, kubernetes, statistics",associate,3,consulting,2025-04-28,2025-06-28,1799,5.9,quantum computing inc
ai13591,ai software engineer,78581,usd,mi,pt,singapore,m,singapore,100,"spark, mathematics, nlp, sql, linux",associate,2,gaming,2024-03-16,2024-04-08,2204,6.0,cognitive computing
ai13592,data engineer,142901,gbp,ex,ct,united kingdom,s,united kingdom,100,"git, tableau, azure, scala, aws",associate,14,finance,2024-09-23,2024-11-15,781,5.8,ai innovations
ai13593,ai product manager,106554,eur,mi,fl,france,l,united kingdom,100,"java, r, git, gcp",associate,4,energy,2024-09-22,2024-10-09,1924,7.7,future systems
ai13594,ai research scientist,131581,usd,ex,pt,singapore,s,singapore,100,"docker, kubernetes, data visualization, nlp",master,12,consulting,2024-05-28,2024-06-24,1224,6.9,ai innovations
ai13595,principal data scientist,95820,usd,se,fl,finland,s,finland,50,"java, tensorflow, nlp, kubernetes, computer vision",associate,5,transportation,2024-06-08,2024-08-02,918,7.3,ai innovations
ai13596,machine learning engineer,318389,usd,ex,pt,norway,m,norway,0,"scala, pytorch, tableau, spark, azure",master,16,automotive,2024-03-31,2024-05-21,1724,5.8,cloud ai solutions
ai13597,ai consultant,139902,gbp,se,ft,united kingdom,l,switzerland,50,"data visualization, pytorch, deep learning, sql",bachelor,6,finance,2024-03-30,2024-04-30,1852,9.9,cognitive computing
ai13598,ai specialist,130060,eur,se,ct,netherlands,l,netherlands,100,"scala, linux, statistics",phd,5,automotive,2024-11-04,2024-12-01,1842,7.7,quantum computing inc
ai13599,data scientist,75936,usd,mi,pt,china,m,germany,0,"python, tensorflow, kubernetes, java, spark",master,4,education,2025-02-17,2025-03-27,1578,6.5,machine intelligence group
ai13600,autonomous systems engineer,89940,usd,mi,ft,sweden,l,sweden,100,"sql, pytorch, statistics, kubernetes",associate,2,real estate,2024-10-03,2024-11-26,1041,8.5,quantum computing inc
ai13601,ai consultant,105455,usd,se,ft,india,l,canada,0,"gcp, tableau, mlops, java",master,8,education,2024-02-08,2024-03-31,1696,6.3,machine intelligence group
ai13602,ai research scientist,57369,usd,en,fl,india,l,india,100,"computer vision, deep learning, tableau, azure, java",phd,0,technology,2024-05-13,2024-07-01,1873,9.1,techcorp inc
ai13603,ai research scientist,105358,gbp,se,ct,united kingdom,s,ireland,100,"linux, scala, sql, hadoop, tensorflow",master,9,technology,2024-08-12,2024-09-01,1135,7.7,neural networks co
ai13604,autonomous systems engineer,97919,usd,mi,fl,canada,l,canada,100,"mlops, hadoop, sql",associate,4,government,2025-02-05,2025-03-08,1431,8.4,advanced robotics
ai13605,head of ai,57367,eur,en,ct,germany,s,germany,100,"r, tableau, sql",phd,0,consulting,2024-03-13,2024-04-06,1382,7.9,autonomous tech
ai13606,research scientist,90554,usd,mi,pt,canada,m,canada,0,"aws, linux, scala, docker",associate,4,media,2024-01-25,2024-02-21,2206,5.2,advanced robotics
ai13607,ai software engineer,167444,usd,ex,ft,norway,s,japan,0,"aws, tensorflow, gcp, python, hadoop",master,10,transportation,2024-12-24,2025-02-25,1808,6.6,cloud ai solutions
ai13608,robotics engineer,68108,usd,mi,ct,south korea,s,singapore,50,"tensorflow, mathematics, pytorch",bachelor,2,government,2024-11-12,2024-12-13,2195,5.1,advanced robotics
ai13609,head of ai,71867,usd,mi,pt,finland,l,finland,100,"sql, gcp, spark, nlp",associate,3,real estate,2024-04-14,2024-05-10,1932,9.5,cloud ai solutions
ai13610,machine learning researcher,151662,usd,se,ct,singapore,m,singapore,100,"git, mathematics, spark",phd,9,retail,2025-03-26,2025-05-20,1758,8.3,neural networks co
ai13611,data analyst,78427,usd,en,ft,denmark,m,denmark,50,"aws, tensorflow, data visualization",phd,1,gaming,2024-10-11,2024-11-07,1422,5.5,neural networks co
ai13612,head of ai,126654,usd,ex,ft,ireland,m,singapore,50,"java, git, sql, aws, linux",master,11,energy,2024-06-03,2024-07-09,2270,7.4,techcorp inc
ai13613,data engineer,71166,usd,mi,ft,israel,m,norway,0,"java, kubernetes, tensorflow",master,2,automotive,2024-10-15,2024-11-29,984,7.1,neural networks co
ai13614,ml ops engineer,84950,gbp,en,ct,united kingdom,m,japan,50,"git, statistics, r, linux, azure",phd,1,retail,2024-09-25,2024-12-04,2473,9.6,algorithmic solutions
ai13615,autonomous systems engineer,119429,usd,mi,ct,switzerland,l,switzerland,50,"spark, gcp, deep learning",bachelor,2,retail,2024-08-30,2024-10-08,1958,9.2,advanced robotics
ai13616,ai specialist,85879,usd,se,pt,israel,m,india,50,"linux, r, mlops, data visualization, pytorch",bachelor,8,automotive,2024-10-10,2024-10-29,853,8.3,techcorp inc
ai13617,deep learning engineer,251926,usd,ex,pt,singapore,l,singapore,100,"gcp, hadoop, git, kubernetes, pytorch",master,12,media,2025-01-25,2025-03-23,1461,9.0,datavision ltd
ai13618,machine learning engineer,71915,usd,en,ft,united states,s,united states,0,"tensorflow, sql, python",bachelor,0,manufacturing,2024-11-09,2025-01-16,1252,6.0,ai innovations
ai13619,head of ai,136129,usd,ex,pt,australia,s,australia,50,"sql, python, docker, computer vision, r",bachelor,18,healthcare,2025-02-01,2025-03-05,1502,7.9,predictive systems
ai13620,ai software engineer,67249,eur,mi,ft,france,s,france,100,"data visualization, spark, tableau",master,2,gaming,2024-02-12,2024-03-05,1835,8.3,quantum computing inc
ai13621,research scientist,94719,usd,ex,ft,china,s,china,0,"linux, r, pytorch, statistics, deep learning",bachelor,19,retail,2024-04-10,2024-04-27,1435,6.2,ai innovations
ai13622,ai product manager,107397,gbp,mi,pt,united kingdom,m,united kingdom,0,"scala, nlp, pytorch, mlops",bachelor,3,real estate,2024-03-28,2024-05-10,1026,5.9,cognitive computing
ai13623,autonomous systems engineer,85964,usd,se,ct,india,s,ireland,100,"linux, docker, gcp, tableau, java",associate,8,media,2024-12-13,2025-02-03,2088,6.8,ai innovations
ai13624,head of ai,113923,usd,ex,pt,china,s,china,50,"sql, pytorch, computer vision, azure",bachelor,12,finance,2024-12-10,2025-01-13,1797,8.6,deeptech ventures
ai13625,ai architect,85468,usd,se,fl,israel,s,israel,100,"deep learning, linux, pytorch, gcp",phd,9,gaming,2025-02-21,2025-04-14,1292,9.1,cognitive computing
ai13626,ml ops engineer,177096,usd,ex,fl,japan,m,united states,50,"nlp, sql, java, kubernetes, tableau",bachelor,17,manufacturing,2024-06-14,2024-08-22,2246,5.8,techcorp inc
ai13627,autonomous systems engineer,87196,usd,se,ct,israel,l,israel,100,"tableau, data visualization, sql, hadoop, deep learning",associate,9,automotive,2025-01-12,2025-03-20,1661,8.1,smart analytics
ai13628,computer vision engineer,147056,usd,ex,fl,israel,m,israel,100,"tableau, pytorch, java, sql",master,10,healthcare,2024-07-12,2024-09-04,2399,7.4,datavision ltd
ai13629,machine learning engineer,89550,usd,en,ft,denmark,m,denmark,0,"scala, kubernetes, deep learning, docker, aws",phd,1,real estate,2024-01-18,2024-02-24,1691,9.2,deeptech ventures
ai13630,robotics engineer,71048,usd,en,fl,australia,s,austria,0,"tensorflow, data visualization, aws",master,0,education,2025-03-17,2025-05-17,1873,7.6,quantum computing inc
ai13631,data analyst,183262,usd,se,ct,denmark,l,denmark,100,"r, linux, pytorch, deep learning, kubernetes",bachelor,6,technology,2025-04-04,2025-04-24,1939,6.9,deeptech ventures
ai13632,computer vision engineer,366957,usd,ex,ct,switzerland,l,canada,100,"pytorch, aws, nlp, computer vision",master,18,retail,2024-12-07,2025-02-18,1007,9.2,machine intelligence group
ai13633,head of ai,201400,gbp,ex,ct,united kingdom,s,india,100,"tableau, data visualization, hadoop, deep learning, mlops",phd,19,consulting,2024-12-14,2025-01-27,1899,6.3,cloud ai solutions
ai13634,ai software engineer,149863,usd,ex,fl,austria,s,austria,0,"python, tensorflow, azure",master,11,healthcare,2024-08-08,2024-10-06,1157,5.2,datavision ltd
ai13635,head of ai,248026,usd,ex,fl,norway,l,india,0,"statistics, sql, mathematics",associate,16,education,2024-03-23,2024-05-31,1557,5.7,datavision ltd
ai13636,ai architect,111469,usd,ex,pt,ireland,l,ireland,50,"scala, hadoop, deep learning, gcp, computer vision",master,18,retail,2024-02-11,2024-03-12,2280,9.9,autonomous tech
ai13637,ai product manager,66729,usd,en,fl,canada,m,canada,50,"java, aws, r, data visualization",associate,0,automotive,2024-11-06,2025-01-11,1108,9.5,datavision ltd
ai13638,deep learning engineer,129674,usd,en,pt,switzerland,l,switzerland,50,"data visualization, linux, sql, scala",master,0,energy,2025-04-03,2025-06-03,2091,6.6,autonomous tech
ai13639,computer vision engineer,101785,usd,en,ct,norway,m,norway,0,"python, azure, deep learning, mathematics",master,0,energy,2025-03-27,2025-05-16,2278,6.0,predictive systems
ai13640,ai software engineer,46267,usd,en,ft,india,m,india,50,"python, sql, linux, tensorflow, kubernetes",phd,1,retail,2025-01-30,2025-02-17,1040,10.0,cognitive computing
ai13641,data engineer,210154,usd,se,pt,denmark,l,denmark,0,"spark, java, data visualization, kubernetes, git",bachelor,9,real estate,2024-02-05,2024-03-24,1064,7.2,neural networks co
ai13642,ai research scientist,57889,usd,en,ft,finland,l,finland,0,"mlops, pytorch, aws, hadoop, tensorflow",associate,1,real estate,2024-06-16,2024-08-19,763,9.0,neural networks co
ai13643,machine learning engineer,147814,usd,se,ft,denmark,m,ireland,50,"hadoop, python, nlp, docker, git",master,6,transportation,2025-02-25,2025-04-21,2479,9.3,autonomous tech
ai13644,machine learning engineer,200688,usd,ex,ct,israel,l,israel,100,"computer vision, linux, scala, mlops, deep learning",master,10,manufacturing,2024-02-05,2024-03-20,2310,8.9,neural networks co
ai13645,deep learning engineer,152336,usd,se,pt,united states,l,united states,100,"spark, docker, hadoop, nlp, java",phd,6,technology,2024-01-30,2024-02-24,1460,9.5,quantum computing inc
ai13646,robotics engineer,123709,usd,mi,pt,singapore,l,singapore,100,"r, tensorflow, gcp, computer vision, java",bachelor,4,technology,2024-07-01,2024-07-30,1469,7.5,cognitive computing
ai13647,ai research scientist,121041,usd,se,ft,canada,s,canada,0,"scala, sql, mlops, java",associate,7,consulting,2025-02-20,2025-03-09,1140,7.1,techcorp inc
ai13648,ai specialist,104566,usd,mi,pt,sweden,l,sweden,0,"kubernetes, linux, mlops, python, tensorflow",phd,2,energy,2024-09-05,2024-10-31,636,8.2,cloud ai solutions
ai13649,ai software engineer,87654,eur,mi,pt,germany,l,germany,100,"tableau, pytorch, scala",phd,2,government,2024-01-27,2024-02-25,1638,9.1,autonomous tech
ai13650,ai architect,53914,usd,mi,ct,israel,s,japan,100,"spark, deep learning, azure",phd,4,media,2025-04-24,2025-06-12,2356,6.5,predictive systems
